ResponseId,lgo_1,lgo_2,lgo_3,lgo_4,lgo_5,ppgo_1,ppgo_2,ppgo_3,ppgo_4,pago_1,pago_2,pago_3,pago_4,ti_go_First Click,ti_go_Last Click,ti_go_Page Submit,ti_go_Click Count,leadid_1,leadid_2,leadid_3,leadid_4,senpow_1,senpow_2,senpow_3,senpow_4,senpow_5,senpow_6,senpow_7,senpow_8,ti_senpow_First Click,ti_senpow_Last Click,ti_senpow_Page Submit,ti_senpow_Click Count,trpr_1,trpr_2,trpr_3,trpr_4,trpr_5,trpr_6,trpr_7,trpr_8,ti_trpr_First Click,ti_trpr_Last Click,ti_trpr_Page Submit,ti_trpr_Click Count,gsel_1,gsel_2,gsel_3,gsel_4,gsel_5,gsel_6,ti_gsel_First Click,ti_gsel_Last Click,ti_gsel_Page Submit,ti_gsel_Click Count,loco_1,loco_2,loco_3,loco_4,loco_5,loco_6,loco_7,loco_8,loco_9,loco_10,loco_11,loco_12,assess_1,assess_2,assess_3,assess_4,assess_5,assess_6,assess_7,assess_8,assess_9,assess_10,assess_11,assess_12,ti_regfoc_First Click,ti_regfoc_Last Click,ti_regfoc_Page Submit,ti_regfoc_Click Count,claim_1,claim_2,claim_3,claim_4,claim_5,grant_1,grant_2,grant_3,grant_4,grant_5,ti_clagra_First Click,ti_clagra_Last Click,ti_clagra_Page Submit,ti_clagra_Click Count,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,extra_7,extra_8,extra_9,extra_10,ti_extra_First Click,ti_extra_Last Click,ti_extra_Page Submit,ti_extra_Click Count,pace_1,ti_pace_First Click,ti_pace_Last Click,ti_pace_Page Submit,ti_pace_Click Count,grw_1,fix_1,grw_2,fix_2,fix_3,grw_3,grw_4,fix_4,ti_ent_First Click,ti_ent_Last Click,ti_ent_Page Submit,ti_ent_Click Count,impos_1,impos_2,impos_3,impos_4,impos_5,ti_impos_First Click,ti_impos_Last Click,ti_impos_Page Submit,ti_impos_Click Count,ti_pdo_First Click,ti_pdo_Last Click,ti_pdo_Page Submit,ti_pdo_Click Count,pdo_1,pdo_2,pdo_3,pdo_4,pdo_5,pdo_6,pdo_7,pdo_8,checkis5,sstatus_1,sstatus_2,sstatus_3,sstatus_4,sstatus_5,ti_sstat_First Click,ti_sstat_Last Click,ti_sstat_Page Submit,ti_sstat_Click Count,pas_1,pas_2,pas_3,pas_4,pas_5,pas_6,pas_7,pas_8,pas_9,pas_10,nas_1,nas_2,nas_3,nas_4,nas_5,nas_6,nas_7,nas_18,nas_9,nas_10,ti_panas_First Click,ti_panas_Last Click,ti_panas_Page Submit,ti_panas_Click Count,gse_1,gse_2,gse_3,gse_4,gse_5,gse_6,gse_7,gse_8,ti_gse_First Click,ti_gse_Last Click,ti_gse_Page Submit,ti_gse_Click Count,voieff_1,voieff_2,voieff_3,voieff_4,voieff_5,voieff_6,ti_voieff_First Click,ti_voieff_Last Click,ti_voieff_Page Submit,ti_voieff_Click Count,creaid_1,creaid_2,creaid_3,crse_1,crse_2,crse_3,ti_crse_First Click,ti_crse_Last Click,ti_crse_Page Submit,ti_crse_Click Count,sdes_1,sdes_2,sdes_3,sdes_4,sdes_5,sdes_6,sdes_7,sdes_8,sdes_9,sdes_10,checkis6,ti_sdes_First Click,ti_sdes_Last Click,ti_sdes_Page Submit,ti_sdes_Click Count,male,age,firstgen,wei,tall_1,tall_2,race,engl,lang,gpa,predi1,predi2_1,predi2_2,wexp,supexp,exc,ppo,soft,regr,corr,mmed,Sections
R_5b2VYcCop2DkykJ,6,6,7,7,5,2,4,5,5,2,2,1,3,7.069,165.08,168.928,18,7,6,5,5,3,6,3,4,3,5,5,5,16.872,31.908,33.162,9,5,2,5,6,2,4,4,3,18.949,38.435,39.202,9,3,5,4,5,5,4,73.113,95.163,95.502,8,6,7,7,7,7,7,6,6,2,5,7,7,2,5,2,6,3,7,7,7,7,4,2,3,31.774,213.134,214.569,25,6,6,7,6,6,7,6,6,6,6,47.836,103.679,104.165,13,5,6,2,2,6,6,7,7,4,4,5.28,56.509,57.995,16,1,12.091,12.091,20.385,1,6,2,7,2,1,7,6,1,7.388,85.485,88.182,8,5,5,4,4,4,16.438,49.033,50.158,6,10.562,103.317,104.193,12,3,5,3,2,2,6,2,6,5,3,3,3,3,3,18.365,51.246,52.705,5,4,5,5,3,4,5,5,3,3,5,2,3,2,2,2,3,2,1,2,2,11.02,46.406,47.537,23,6,5,7,5,5,6,5,6,17.451,37.679,38.212,10,5,6,6,6,6,5,41.329,49.319,50.752,6,5,2,6,6,6,5,99.5,188.538,189.621,8,6,6,7,2,7,4,5,2,4,6,6,4.566,61.05,62.199,12,1,18,0,148,5,9,1,4,1,4,90,4,2,0,3,4,4,2,2,5,3,Spring 2025 OBHR 33000-008 LEC
R_3nSjgKR08igCC5E,6,7,6,6,5,5,6,6,6,2,3,2,3,0.72,68.157,68.616,31,6,6,6,6,6,2,6,6,6,2,2,2,1.625,26.826,27.365,12,2,3,6,6,2,2,3,6,4.078,35.676,36.303,15,3,6,6,6,6,6,2.453,20.21,20.889,8,3,5,6,4,4,2,6,6,2,5,4,5,7,3,6,7,6,5,6,5,5,7,7,6,11.478,112.885,116.044,48,6,6,6,6,6,2,2,2,2,2,2.485,22.795,23.601,14,3,2,5,3,6,6,6,7,5,1,4.357,39.508,40.083,18,1,13.049,16.044,16.475,3,6,2,6,2,2,7,6,2,18.602,75.565,76.571,9,6,6,6,6,4,9.381,27.68,29.903,5,2.092,43.991,47.225,16,3,2,2,3,3,2,3,3,5,6,6,6,6,6,1.455,14.125,14.743,7,4,3,3,5,3,4,4,3,1,3,2,2,4,3,2,3,2,2,4,4,7.669,64.945,66.033,25,6,6,6,6,6,6,6,6,2.817,21.603,22.42,13,6,6,7,6,6,6,1.909,29.001,29.571,15,6,3,6,5,6,6,1.587,15.356,16.124,7,2,5,3,2,1,7,2,7,7,6,6,2.457,66.074,66.679,21,0,19,0,124,5,5,4,3,2,3.48,86,7,4,2,1,5,5,4,3,2,3,Spring 2025 OBHR 33000-005 LEC
R_6etviAVaX0d8IiR,6,7,7,6,6,3,6,5,6,4,6,5,6,28.228,110.977,111.901,18,5,7,7,7,5,2,6,4,5,1,2,3,52.02,140.651,142.617,10,7,7,5,6,4,4,3,4,58.24,132.674,133.881,10,3,5,5,5,5,4,100.043,120.859,122.754,6,7,4,6,5,5,4,5,5,1,5,6,6,3,3,4,3,5,5,5,5,5,1,3,5,70.263,545.836,547.186,28,5,5,5,5,6,5,5,5,5,5,6.355,25.709,26.233,12,6,4,1,3,4,4,6,5,7,4,349.348,590.175,592.841,12,2,20.707,20.707,23.45,1,7,3,3,1,1,6,7,1,5.978,759.988,761.251,10,2,2,2,4,2,52.734,717.34,718.767,6,13.221,135.855,136.884,13,1,5,3,1,1,2,1,1,5,5,5,6,6,5,4.744,48.395,49.865,5,5,5,5,5,5,5,5,5,4,3,2,2,1,3,4,3,2,2,2,3,105.77,322.249,333.284,25,7,7,7,7,7,7,6,7,5.728,674.043,675.724,8,6,6,6,6,4,6,591.999,675.977,679.468,7,7,3,6,6,6,5,483.177,509.42,510.401,9,6,6,3,6,2,3,1,2,6,6,6,100.805,227.12,228.9,12,0,20,0,140,5,7,2,4,1,3.1,50,5,3,3,2,3,4,1,2,2,1,Spring 2025 OBHR 33000-008 LEC
R_76EZvVOowkK8S6B,7,5,7,7,5,3,5,2,6,4,5,3,5,5.471,336.148,337.37,18,7,7,7,7,4,2,4,5,5,2,2,2,5.433,68.35,79.62,10,7,5,5,5,7,7,7,1,8.309,43.125,45.115,8,1,7,7,7,7,7,5.048,79.481,81.587,6,7,7,7,7,7,6,6,6,1,5,7,7,4,1,2,2,4,6,5,5,5,2,6,2,8.95,239.729,240.652,28,7,7,7,7,7,7,7,6,6,6,6.099,66.397,109.386,10,6,2,1,2,7,6,6,3,7,2,8.622,191.719,199.458,15,2,20.384,20.384,55.008,1,7,1,7,1,1,7,6,1,31.421,121.553,125.219,12,2,4,3,2,2,8.114,129.212,133.266,7,32.541,181.738,192.693,12,5,6,5,2,3,5,3,5,5,5,5,6,5,5,181.836,214.019,217.237,8,5,5,5,5,4,5,5,5,5,5,1,2,1,2,2,3,1,1,1,1,13.393,85.991,92.595,21,6,6,7,7,7,7,5,7,4.765,36.231,38.271,11,6,7,6,7,6,6,15.04,98.837,105.695,7,3,3,4,5,6,3,5.648,99.613,109.135,8,6,7,7,3,4,4,4,2,5,5,6,8.456,157.587,159.492,14,1,19,1,175,6,0,1,4,1,3.5,70,5,4,2,4,2,4,2,2,2,2,Spring 2025 OBHR 33000-008 LEC
R_1CEobl5mDqn6Ep7,6,6,5,5,5,5,6,6,6,5,4,6,5,152.591,211.885,212.749,16,4,2,2,2,3,7,2,3,4,5,5,4,7.106,32.194,33.072,8,6,4,3,3,5,5,6,3,30.142,50.254,51.055,10,6,2,2,2,2,1,383.56,399.713,400.452,6,5,4,6,6,5,4,6,4,4,5,5,4,1,6,6,7,4,6,7,5,7,4,1,6,205.53,288.149,289.229,25,6,4,5,5,5,6,7,7,7,7,3.334,31.471,41.918,11,5,4,5,4,4,4,4,5,3,7,6.924,33.628,34.373,12,1,10.779,16.586,22.177,2,6,2,6,2,2,6,6,2,36.616,62.166,62.958,8,7,7,6,6,6,40.529,58.816,60.092,5,30.21,63.815,65.495,10,2,3,3,2,2,2,1,3,5,2,2,2,2,2,167.237,170.607,171.931,5,2,3,4,2,2,3,2,2,2,4,2,3,2,4,2,4,3,1,1,1,8.838,55.686,62.601,20,3,4,4,3,5,4,3,4,1500.108,1516.188,1516.853,9,5,6,6,6,4,6,14.851,39.976,40.82,7,6,3,4,5,5,4,5.62,25.686,27.706,8,5,5,6,2,2,6,4,3,5,3,6,4.922,40.617,41.294,12,0,19,0,103,5,0,4,3,2,3.98,90,7,7,1,2,4,4,3,2,2,1,Spring 2025 OBHR 33000-008 LEC
R_1WJcOHwBLXqxtEZ,7,7,7,6,7,7,6,6,6,5,2,7,3,2.885,39.859,40.822,13,6,6,6,6,6,2,6,6,5,6,3,1,5.739,20.883,21.69,8,6,6,2,6,6,6,6,2,3.701,15.349,16.421,9,2,6,6,6,6,6,5.198,10.694,12.771,7,5,6,6,6,6,6,7,7,3,5,5,5,2,6,6,6,2,6,6,6,6,6,2,6,3.51,51.192,53.37,25,6,6,6,6,6,5,6,5,6,6,2.422,16.693,17.621,10,6,4,3,5,6,5,6,6,5,5,4.102,28.951,30.556,11,2,7.357,7.357,8.983,1,7,2,7,6,2,6,7,2,3.532,32.185,32.93,12,7,6,7,5,5,3.409,18.467,19.54,7,5.413,41.238,41.641,12,3,5,5,5,1,5,2,2,5,6,5,6,6,5,3.507,12.802,14.069,6,3,4,5,3,4,3,3,4,4,4,4,3,3,3,3,1,1,3,4,3,5.27,45.013,45.98,21,7,7,7,7,7,7,7,7,3.851,13.596,14.609,8,7,6,6,6,7,7,6.214,16.223,17.191,6,7,4,7,2,7,3,3.021,17.025,18.653,6,7,6,6,4,1,6,6,5,7,7,6,5.3,41.3,42.791,11,0,21,0,120,5,3,4,3,2,3.68,15,4,4,2,2,5,5,3,2,2,2,Spring 2025 OBHR 33000-005 LEC
R_1hYn4pR6nq19HLM,5,5,5,3,5,6,5,5,3,5,3,6,6,2.99,63.571,64.334,13,2,1,1,1,6,5,2,2,5,5,6,5,3.681,18.103,19.233,8,5,5,6,5,1,3,6,7,3.624,19.962,20.86,8,6,3,6,3,3,6,6.316,21.401,22.19,6,1,1,5,5,2,5,5,3,6,6,1,1,1,5,5,7,2,6,6,6,6,6,1,5,8.939,111.094,111.801,26,5,3,5,5,5,6,6,6,6,6,12.422,32.391,33.244,10,2,7,6,5,2,5,1,2,1,6,9.286,46.561,47.469,11,5,38.338,40.759,41.549,2,5,2,5,5,1,5,5,1,11.938,57.131,57.828,8,3,5,3,3,6,13.075,48.987,49.727,5,5.594,54.767,56.23,9,1,5,5,3,3,2,1,5,5,1,1,1,1,1,6.776,12.381,13.159,6,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,5,4,4,5,4,4.75,37.537,38.324,20,1,1,1,1,1,1,1,1,5.119,15.469,16.389,8,3,3,2,2,3,3,21.902,37.187,37.962,6,1,7,2,1,1,1,5.172,13.016,13.848,6,2,6,3,2,2,6,6,6,6,7,6,4.647,74.117,74.918,13,0,21,0,120,5,7,4,4,2,3.69,50,7,3,3,5,5,2,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_7mJ0PdmJB4nlAyS,6,7,6,7,5,2,7,6,3,6,7,6,7,2.203,26.289,26.947,28,6,6,5,6,6,3,4,5,6,4,3,6,1.325,18.55,19.322,16,6,6,1,2,6,5,6,6,1.672,13.674,14.7,18,2,6,6,6,5,6,1.175,10.139,11.143,13,6,6,6,6,6,6,6,3,5,6,4,5,2,6,3,7,3,6,7,7,7,3,1,6,1.394,47.268,48.095,50,5,6,6,6,6,6,6,6,6,6,0.983,14.572,15.33,23,6,2,6,1,6,6,6,7,5,2,1.798,20.059,20.083,26,4,7.623,8.406,9.878,2,5,2,6,2,2,5,6,2,1.979,16.868,17.376,20,7,6,6,2,6,2.322,11.3,12.21,10,1.849,40.808,40.833,21,2,5,2,2,2,2,2,2,5,4,4,4,4,4,1.143,7.987,8.657,10,4,5,4,4,4,3,3,4,4,4,2,2,2,3,4,2,3,2,3,2,1.172,30.732,31.475,43,5,4,5,6,5,5,3,6,1.757,17.482,18.271,17,6,6,6,6,2,6,1.491,12.425,13.221,14,6,2,6,6,6,6,1.047,8.259,9.068,13,3,2,6,2,2,6,6,6,6,6,6,1.092,23.643,24.168,24,0,20,0,165,6,1,4,3,1,3.6,85,6,5,1,4,5,5,4,5,5,2,Spring 2025 OBHR 33000-006 LEC
R_1qPDEZhKbbFvtlf,7,7,5,7,6,1,2,5,6,5,4,5,3,1.435,124.404,125.184,39,4,3,3,3,4,2,4,4,7,2,1,2,6.15,73.729,74.493,21,6,7,5,3,2,7,4,2,1.192,55.886,56.837,16,3,5,4,4,4,5,0.992,32.046,32.73,13,7,7,7,5,7,1,7,7,2,7,7,7,1,4,5,4,5,6,5,3,3,2,3,1,12.862,211.945,212.747,45,5,5,5,5,7,4,5,4,5,5,1.413,65.877,66.553,29,7,2,1,1,6,5,6,7,6,2,2.537,68.166,68.81,21,1,7.61,36.4,37.833,3,6,1,7,1,1,6,5,1,1.873,49.59,50.392,13,1,1,2,2,1,1.119,97.689,98.553,11,1.278,90.605,91.309,22,2,4,6,2,2,3,2,5,5,4,4,5,4,4,1.715,26.354,26.944,10,4,4,4,4,4,1,4,4,4,3,2,2,1,4,1,2,2,1,1,1,3.066,88.48,89.158,36,7,6,7,7,6,7,7,6,1.759,46.763,47.449,16,5,5,7,7,7,7,1.698,67.64,68.211,16,6,2,7,5,6,7,1.256,44.577,45.444,13,7,7,7,3,6,1,1,1,2,1,6,0.919,103.33,103.835,27,1,21,1,280,6,2,1,4,1,2.5,50,5,3,4,2,4,4,1,3,3,3,Spring 2025 OBHR 33000-006 LEC
R_77VykIrUXLEXFQt,5,4,5,5,3,5,5,5,5,5,5,5,6,4.868,56.031,57.323,14,3,3,3,3,5,3,4,4,5,3,4,4,4.05,24.585,25.846,8,5,5,5,5,4,5,4,5,4.906,23.377,24.914,8,5,3,3,3,3,6,4.898,23.423,25.454,7,5,3,5,3,4,5,4,3,5,5,4,4,3,5,5,5,4,5,5,5,5,3,3,4,6.035,78.089,79.429,24,7,4,4,5,4,5,6,5,5,5,8.943,34.096,37.037,10,4,4,4,5,3,3,3,3,4,5,3.049,29.353,30.312,10,4,5.822,5.822,8.239,1,5,3,5,3,3,5,5,3,10.384,73.852,74.937,11,5,5,6,4,6,9.727,34,37.298,7,7.165,52.092,54.523,11,1,6,2,2,2,2,2,5,6,3,3,3,3,3,3.788,11.449,12.931,5,3,3,3,2,2,2,2,1,2,2,2,2,1,2,3,3,2,1,1,1,18.93,64.084,65.577,21,5,4,6,4,5,5,4,5,4.3,28.339,30.11,10,5,4,4,6,5,5,6.264,30.626,32.564,6,5,4,5,4,5,4,3.703,19.402,21.07,6,5,5,4,3,5,3,3,5,5,3,6,5.3,106.009,114.156,12,1,19,2,159,6,0,1,4,1,3.2,50,6,2,2,0,3,3,2,2,2,2,Spring 2025 OBHR 33000-006 LEC
R_60TmLJk1N4sby9P,5,4,6,6,5,6,5,4,6,5,5,6,6,3.092,73.602,79.704,13,7,4,4,4,4,6,6,4,6,6,5,5,3.076,15.66,16.647,10,6,5,5,5,6,4,5,4,9.434,46.961,48.524,9,5,5,6,6,5,5,1.924,4.192,5.249,6,5,4,5,4,5,5,5,5,5,5,5,6,6,5,6,5,6,5,5,5,5,6,6,5,2.89,31.356,32.578,28,5,6,6,6,6,6,6,6,6,6,4.813,9.696,10.901,10,4,5,5,4,4,5,6,6,7,5,4.261,12.71,14.469,12,4,44.998,45.616,46.558,2,6,6,6,7,5,7,7,6,2.241,11.858,12.749,10,5,6,6,6,5,15.821,18.287,21.677,5,4.811,11.076,12.319,12,6,6,5,5,4,5,6,6,4,6,6,6,6,5,28.004,71.885,73.65,6,4,3,4,5,3,4,4,2,3,3,2,3,4,1,4,3,4,5,4,1,11.376,105.256,107.314,24,4,5,4,5,5,5,6,5,25.703,32.919,35.926,9,5,5,5,5,5,5,7.577,10.711,12.252,6,6,6,6,5,6,6,4.413,6.844,8.119,6,6,6,6,6,6,6,6,6,6,6,6,3.797,15.948,17.758,12,1,18,0,150,6,0,4,3,2,3,55,5,2,4,0,2,4,1,2,4,4,Spring 2025 OBHR 33000-008 LEC
R_6LBuDo3mWaGao69,3,2,5,4,6,5,5,6,4,6,5,6,5,1.158,21.244,21.794,27,6,5,5,5,5,4,4,2,5,5,6,4,2.019,20.669,21.923,20,5,5,4,2,3,3,4,5,1.289,12.551,13.148,13,6,4,4,6,3,5,1.209,5.677,10.312,6,5,3,7,5,4,4,5,5,6,6,4,5,4,5,4,6,4,2,6,5,5,6,3,5,0.905,51.717,52.057,42,4,4,5,4,5,4,5,4,4,5,3.328,15.493,18.496,12,5,5,4,5,4,6,3,5,4,5,1.57,21.064,21.732,22,4,0.595,11.375,11.773,2,4,5,3,5,4,5,6,3,15.327,25.383,25.983,12,5,5,5,2,4,2.021,9.479,10.214,11,4.221,23.398,26.177,9,2,5,4,2,5,5,4,5,4,6,6,5,5,6,1.225,9.092,9.956,7,3,4,4,4,3,3,4,2,1,3,3,4,2,3,3,4,3,3,5,3,1.157,47.064,47.867,37,5,5,6,3,4,6,4,5,2.03,7.798,8.363,11,4,4,3,5,4,6,2.746,6.778,9.572,6,5,6,5,5,3,4,1.935,8.396,11.365,10,4,5,5,2,3,6,5,4,5,5,4,2.028,32.998,34.841,13,1,19,0,160,6,1,1,4,1,3.77,85,6,4,4,0,2,3,2,2,3,3,Spring 2025 OBHR 33000-008 LEC
R_15pnZKzSJktZwid,7,7,7,6,6,2,5,5,6,3,3,4,3,24.293,232.731,233.524,16,7,7,7,7,5,2,6,6,6,3,5,3,15.281,40.217,41.038,9,5,6,4,6,7,6,5,2,122.922,149.4,150.437,10,2,6,6,6,7,7,8.05,52.919,55.487,8,6,4,6,7,7,7,6,7,3,6,6,7,3,5,3,4,6,5,5,5,6,4,2,3,16.84,262.167,264.391,30,7,7,7,7,7,4,5,4,4,4,2.475,53.917,54.701,15,5,2,5,4,6,5,5,5,5,5,7.095,122.228,123.089,10,1,11.158,15.088,15.78,2,4,3,6,4,2,6,5,1,96.693,202.618,203.532,11,2,1,3,3,1,87.16,180.502,195.523,5,16.85,173.904,175.156,15,4,5,2,1,1,6,1,3,5,6,6,6,6,6,53.947,66.884,67.881,7,4,4,4,4,4,5,5,5,3,4,1,1,2,2,1,1,1,1,2,2,35.073,70.853,71.601,21,7,6,7,7,7,7,6,7,25.047,133.978,134.627,9,6,6,5,6,6,6,26.089,60.947,62.385,6,7,1,6,7,7,7,15.846,37.292,37.736,8,6,7,3,4,5,2,1,3,2,7,6,37.177,83.143,84.363,18,1,19,0,200,6,2.5,2,3,1,3.5,90,5,4,3,4,4,5,3,3,3,3,Spring 2025 OBHR 33000-006 LEC
R_30VHLmCRFBws3IL,4,7,4,7,7,3,1,7,7,7,7,7,7,3.629,557.695,558.943,44,4,4,4,4,4,7,7,2,2,4,7,4,5.029,95.784,100.053,14,7,4,4,4,4,7,7,5,5.686,53.394,54.482,12,1,7,7,7,7,7,2.242,27.317,28.803,9,7,7,7,7,7,1,6,5,3,5,5,5,1,6,3,3,4,4,4,4,4,4,4,4,10.948,84.367,86.368,27,7,7,7,7,7,4,4,4,4,4,4.99,51.542,52.367,14,6,4,1,3,5,4,7,7,5,6,6.428,96.64,97.038,17,1,2.776,40.12,41.474,9,7,1,7,1,1,7,7,1,3.333,47.898,48.757,11,4,7,7,7,7,7.582,33.548,35.337,6,2.481,166.718,167.864,18,5,5,6,2,2,6,1,7,5,4,4,4,4,4,8.58,10.962,13.128,5,4,4,5,4,4,3,3,5,1,3,4,4,4,1,2,4,4,4,4,1,2.99,94.369,95.897,27,7,7,7,7,7,7,7,7,8.87,19.612,23.588,9,4,4,4,4,4,4,0.233,25.084,27.651,9,7,7,4,4,7,4,2.272,33.059,34.57,8,4,7,4,7,4,1,1,4,5,1,6,7.125,87.549,92.087,18,1,20,0,160,5,10,4,3,1,3.6,80,6,2,1,0,4,4,1,2,2,2,Spring 2025 OBHR 33000-005 LEC
R_1Fy5U3vFnuHthXA,5,3,3,3,6,7,6,7,6,6,6,6,5,14.754,91.27,92.167,16,3,3,3,3,5,3,5,4,5,3,3,3,21.141,57.125,57.903,10,5,5,3,3,5,5,5,3,6.647,35.526,37.137,16,3,5,5,5,5,5,12.925,28.525,29.701,6,5,3,6,7,6,5,6,3,3,7,7,7,1,6,6,7,5,5,7,5,7,5,1,6,5.722,257.906,260.586,31,5,5,5,5,5,5,5,5,5,5,21.054,37.237,38.815,10,5,1,1,1,3,5,5,5,3,3,9.175,43.059,44.552,11,3,9.347,9.347,12.221,1,5,3,5,3,3,5,5,4,261.092,3151.774,3153.389,29,3,6,1,2,1,330.403,2241.987,2248,115,13.088,137.054,138.307,14,3,5,5,3,3,3,3,5,5,5,4,7,4,4,837.633,1039.349,1040.457,9,2,1,3,3,1,3,2,2,2,4,1,1,1,3,2,1,1,1,4,1,2439.418,2496.712,2498.495,21,6,5,6,5,6,6,4,6,24.89,68.273,69.148,9,7,5,5,7,7,7,9.702,25.902,27.678,9,6,2,6,6,6,3,33.515,139.132,141.86,24,3,5,5,3,6,5,1,3,5,1,6,62.12,101.904,102.865,12,0,18,0,118,5,4,4,4,1,3.51,90,6,5,0,1,3,3,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_3CdvIl8YYzdz8Nn,5,6,6,5,6,1,6,7,6,6,5,3,6,15.176,117.685,118.617,13,7,4,5,2,6,1,7,6,7,1,2,1,19.878,57.765,60.214,8,4,4,1,7,1,1,4,7,3.971,37.055,50.918,8,1,4,4,5,3,7,7.407,44.26,45.287,8,6,6,6,7,7,6,7,5,1,3,7,5,1,7,7,6,7,4,5,2,7,4,1,2,13.092,151.776,153.764,26,7,6,7,6,6,3,7,3,2,3,8.074,51.078,55.601,12,6,2,1,1,7,4,6,4,7,2,21.995,75.146,76.401,11,1,17.092,17.092,26.783,1,7,1,7,1,1,7,7,1,9.473,46.106,47.988,8,7,5,6,3,1,32.383,58.187,59.364,7,8.557,101.784,107.601,12,3,5,2,2,2,1,1,4,5,7,7,7,7,7,5.194,20.066,21.477,6,5,5,5,5,4,3,4,4,3,5,1,1,1,1,2,1,4,1,1,1,10.135,90.058,92.058,20,7,7,7,7,7,7,7,7,8.89,34.028,35.292,8,7,5,7,7,7,7,15.276,35.611,37.124,6,6,2,6,4,6,4,15.572,52.361,53.271,6,7,7,7,7,6,7,1,6,5,1,6,9.882,85.706,87.089,11,0,21,2,100,5,1,6,3,3,3.62,90,7,5,1,0,4,4,2,1,1,1,Spring 2025 OBHR 33000-006 LEC
R_7MQbPcZToxWqeCQ,5,7,7,6,5,4,5,4,6,1,1,3,1,53.301,160.324,161.197,15,5,7,7,7,4,1,6,5,5,4,4,1,5.749,54.718,56.423,13,5,5,2,2,6,6,6,1,8.728,33.16,35.161,13,1,7,5,7,6,6,3.046,21.149,22.491,9,6,5,5,7,7,1,6,7,1,7,7,7,2,4,4,4,6,5,4,5,6,3,6,2,4.683,130.863,133.785,28,7,7,7,7,7,4,6,6,6,5,4.528,32.316,33.942,11,6,1,1,2,6,5,2,6,6,4,4.842,37.558,39.748,10,3,17.304,17.304,18.187,1,7,1,7,1,1,7,7,1,9.663,36.267,37.277,9,4,4,4,4,4,6.041,21.125,22.75,5,6.653,51.992,55.981,11,1,6,3,1,2,5,2,6,5,5,6,4,4,4,4.073,15.735,20.996,5,4,4,4,4,4,4,4,4,4,4,1,2,1,3,1,3,1,1,3,2,6.724,62.282,64.2,25,7,7,7,7,7,6,6,5,3.082,21.416,23.718,8,6,6,5,4,6,6,5.144,25.176,26.912,6,5,2,5,6,7,6,3.717,104.988,106.457,7,6,7,4,2,1,4,6,1,7,7,6,5.888,44.484,45.699,12,1,19,0,150,5,9,1,4,1,3.6,55,5,2,2,0,3,3,1,1,1,1,Spring 2025 OBHR 33000-005 LEC
R_5QAiivkkPItdqiq,5,3,4,6,5,3,2,4,4,3,2,5,4,10.62,95.379,96.089,18,6,6,6,6,5,3,5,4,5,3,4,4,9.796,86.032,87.163,9,5,5,3,3,3,6,5,2,7.862,36.466,37.573,8,2,6,3,6,5,6,7.615,49.038,51.297,7,7,5,6,6,6,5,6,4,1,4,5,6,2,3,4,2,5,4,5,4,6,2,3,3,5.018,136.07,139.179,24,7,7,7,7,7,5,5,5,6,5,4.489,29.598,30.845,10,7,3,2,3,4,5,7,5,7,2,61.64,99.927,100.789,10,2,25.475,25.475,29.801,1,6,1,7,2,2,6,6,1,11.347,40.746,41.765,9,7,4,6,6,3,9.398,28.829,32.088,6,168.401,265.167,266.298,19,3,5,3,5,3,2,2,6,5,5,3,5,5,4,8.212,21.266,22.509,8,4,5,5,5,4,1,5,4,4,5,2,1,2,1,2,4,1,1,3,1,8.543,69.046,70.776,27,6,5,6,6,5,6,6,6,11.07,38.746,39.698,8,6,6,6,6,6,6,10.566,37.385,38.741,6,3,5,2,3,4,4,11.014,38.37,39.316,6,6,6,5,3,5,5,2,1,6,5,6,5.07,67.377,67.846,12,0,19,0,130,5,9,1,4,1,3.6,80,6,6,4,4,4,4,2,1,1,1,Spring 2025 OBHR 33000-006 LEC
